Sample Rate
100
Channel Index,Channel Name,Scale,Offset
0,Channel 0:,1.000000,0.000000
Time(s),Channel 0:
15.810000,3.150711
15.820000,3.158366
15.830000,3.150711
15.840000,3.150711
15.850000,3.155814
15.860000,3.150711
15.870000,3.143056
15.880000,3.160918
15.890000,3.150711
15.900000,3.150711
15.910000,3.158366
15.920000,3.150711
15.930000,3.145607
15.940000,3.150711
15.950000,3.155814
15.960000,3.158366
15.970000,3.158366
15.980000,3.143056
15.990000,3.150711
19.000000,3.150711
19.010000,3.158366
19.020000,3.158366
19.030000,3.150711
19.040000,3.150711
19.050000,3.143056
19.060000,3.145607
19.070000,3.158366
19.080000,3.158366
19.090000,3.155814
19.100000,3.150711
19.110000,3.153262
19.120000,3.153262
19.130000,3.148159
19.140000,3.150711
19.150000,3.150711
19.160000,3.155814
19.170000,3.153262
19.180000,3.150711
19.190000,3.158366
19.200000,3.150711
19.210000,3.150711
19.220000,3.150711
19.230000,3.155814
19.240000,3.155814
19.250000,3.153262
19.260000,3.150711
19.270000,3.153262
19.280000,3.148159
19.290000,3.160918
19.300000,3.143056
19.310000,3.158366
19.320000,3.153262
19.330000,3.145607
19.340000,3.158366
19.350000,3.145607
19.360000,3.150711
19.370000,3.148159
19.380000,3.158366
19.390000,3.145607
19.400000,3.155814
19.410000,3.150711
19.420000,3.150711
19.430000,3.158366
19.440000,3.150711
19.450000,3.150711
19.460000,3.158366
19.470000,3.148159
19.480000,3.158366
19.490000,3.150711
19.500000,3.158366
19.510000,3.145607
19.520000,3.150711
19.530000,3.148159
19.540000,3.158366
19.550000,3.148159
19.560000,3.145607
19.570000,3.153262
19.580000,3.153262
19.590000,3.158366
19.600000,3.158366
19.610000,3.153262
19.620000,3.145607
19.630000,3.158366
19.640000,3.150711
19.650000,3.145607
19.660000,3.150711
19.670000,3.158366
19.680000,3.145607
19.690000,3.155814
19.700000,3.158366
19.710000,3.145607
19.720000,3.150711
19.730000,3.158366
19.740000,3.150711
19.750000,3.150711
19.760000,3.150711
19.770000,3.158366
19.780000,3.153262
19.790000,3.150711
19.800000,3.145607
19.810000,3.155814
19.820000,3.150711
19.830000,3.150711
19.840000,3.158366
19.850000,3.148159
19.860000,3.158366
19.870000,3.148159
19.880000,3.145607
19.890000,3.150711
19.900000,3.158366
19.910000,3.150711
19.920000,3.145607
19.930000,3.158366
19.940000,3.158366
19.950000,3.148159
19.960000,3.158366
19.970000,3.153262
19.980000,3.145607
19.990000,3.158366
